"Story","Title","Result","Date","Stability","Duration (s)"
"Products","View product that id number is 1","SUCCESS","2023-04-16T11:48:35.141311+07:00[Asia/Bangkok]","0.0","1.16"
"Products","View products with invalid API endpoint","SUCCESS","2023-04-16T11:48:36.3092994+07:00[Asia/Bangkok]","0.0","0.82"
