"Story","Title","Result","Date","Stability","Duration (s)"
"Products","View product that id number is 1","SUCCESS","2023-04-16T05:44:48.6014177+07:00[Asia/Bangkok]","0.0","0.55"
"Products","View products with invalid API endpoint","SUCCESS","2023-04-16T05:44:49.1632746+07:00[Asia/Bangkok]","0.0","0.82"
