"Story","Title","Result","Date","Stability","Duration (s)"
"Login","Successful login with valid credentials","SUCCESS","2023-04-16T11:48:32.9244705+07:00[Asia/Bangkok]","0.0","1.08"
"Login","Failed to login with invalid credentials","SUCCESS","2023-04-16T11:48:34.025293+07:00[Asia/Bangkok]","0.0","1.09"
